Review,Varietal
"Full of vibrancy and richness playing off of each other in perfect harmony, the Michel Arnould Reserve is a stunning example of Grand Cru Champagne. Out of the gate with beautiful aromas of perfectly ripened melon, green apple and spice cake, the nose is effusive and rich. The palate plays fresh notes of watermelon and racy acidity against richer tones of hazelnut and bread dough. The marriage of the racy and rich are what really make this a very complete and extraordinarily pleasing bottle to drink. Powerful and elegant at the same time--that only can be achieved with the highest quality terroir available in the region.
",Other White Wines
"Rich and toasty, yet fresh and focused, this Champagne is chock full of stone fruit and hazelnut. As mentioned, this is a lot of wine for the price!
",Other White Wines
"Michel Arnould's wines are the most harmonious juxtaposition between tension and balance, broadness and precision, elegance and power.  The Verzenay Brut with its elegant texture, refined bead and sweet citrus and wild berry palate, lends perfectly for pairing with an eclectic and diverse menu.  The Verzenay Brut has a playful nature with the ripe fruit bouncing off of the bracing acidity.
",Other White Wines
"Quite possibly the best deal in Champagne ever! Michel Arnould delivers way above and beyond! This direct import Pinot Noir based cuvee has a brightness to it that most Champagnes in this price range lack. Lots of citrus and wild berry fruit on the mid palate with bursting minerality and acid with a toasty but clean finish! Don't let this one pass you by...
",Other White Wines
"What a beautiful Champagne. The elegant texture with great depth of flavor is what stood out for me. Loads of nuts and fruits (apricots) all wrapped by a great mouthfeel and a toasty finish. This has become my favorite under $30 Champagne.
",Other White Wines
"Very, very good for the money.  MIxed wild berry fruit show good richness with terrific cut and focus as well.  Did I mention that this is a lot of wine for the money??
",Other White Wines
"This Champagne has big style! I love to treat myself to a glass on a Sunday afternoon, read a good book - and pointedly ignore the laundry.
",Other White Wines
"We cannot wait to introduce you to our own direct import Cavas, but until then, let this delicious blend of traditional Cava varietals - Macabeo, Xarel-lo, and Parellada - tide you over ...
",Other White Wines
"This all Meunier Champagne is made by Jerome Trudon, who used to make the wine at Roederer, both in Anderson Valley and in Reims. He returned to his family farm, and the Monochrome is his flagship. It is made entirely out of Meunier, aged for three years minimum on the lees and benefits from 1/3 reserve wines from older vintages. This is strikingly pure Meunier, with great white flowers and fresh bread on the nose and in the mouth. It is very fresh, as Jerome does not let the wine go through malolactic, and has very good length and quite a bit of minerality.
",Other White Wines
"A more weighty and richly styled Salnes Valley Albarino, this still is plenty fresh, with tasty stone fruit flavors and wonderful fruit/acid balance. Great Albarino for the price!
",Other White Wines
"Pierre Paillard is one of  my favorite Champagne producers. The Les Parcelles  is lively with exceptional  finesse and flavor. It is very dry but not austere because the quality of the fruit used helps make a giving and delicious Champagne with mineral notes and wonderful balance. This is delicious and very enjoyable.
",Other White Wines
"Bring on the weddings and summer celebrations! Les Parcelles Bouzy Grand Cru is sure to please the most discerning of palates. A beautifully balanced blend of all grand-cru pinot noir and chardonnay, Les Parcelles is very dry with an almost negligible dosage. This Champagne has a rich mouthfeel with flavors of lemon meringue and a dry, chalky minerality. A fantastic value for a grand cru Champagne.
",Other White Wines
"Bouzy Grand Cru superstar! Such brilliant purity of fruit here – the nose is classic red berried Pinot Noir, while the bright acidity of Chardonnay shines through the palate. “Les Parcelles” is surprisingly juicy for the low dosage (3.5g!), and although the linear minerality shows up in a big way, this is easygoing for racy Extra Brut. Add its delicate bead and lingering finish and you have incredible quality non-vintage Champagne with the muscle to age well while drinking beautifully now. I indulgently paired this Pierre Paillard with weeknight Thai takeout and it was one of my happiest meals of the year.
",Other White Wines
"Light, bright and golden on the eyes, this delicate champagne displays tight, creamy bubbles with the aroma of fresh, zesty citrus peel. On the mouth, the entry is marked with lively acidity, a hint of toast, wet stone and green apple. Poised and pretty, this is a super treat and a perfect celebratory cuvée at a well-priced $50 mark. Super recommended!
",Other White Wines
"Non-vintage Champagne does not get much better than this. The Paillard family makes a statement with this great cuvee and show how very serious that they are about quality. All of the details have been studied and sweated over to make this wine, from planting only massal selected vines, to working towards an organic certification. This is Champagne that has power without losing its drinkability, and richness without sweetness. If you are only going to try one new Champagne this year, this should be it!
",Other White Wines
"This walks the line between richness and precision, and makes that balancing act look easy. The nose is an interplay of spicy, mineral notes,  lemon zest, toastiness, and nuttiness, with no one element dominating. A fine mousse yields up the generosity of Brioche set against flinty, mineral flavors, with those rocky notions turning in a salty direction on the finish. I regret that we don’t have this in stock all the time, but I’m always happy that we have when we do. Those of you who already know this brut know how good it is; for those who don’t,  reach for a bottle of Pailard’s brut instead of a more familiar Champagne, and you’ll find you have made a new best friend.
",Other White Wines
